,invoice_num,total,invoice_name,invoice_date,customer_id,country
402,489519,696.7300000000002,489519,12/01/09 11:37,17700.0,United Kingdom
440,489520,733.6300000000002,489520,12/01/09 11:41,14911.0,EIRE
470,489521,0.0,489521,12/01/09 11:44,,United Kingdom
471,489522,700.3099999999998,489522,12/01/09 11:45,15998.0,United Kingdom
575,489523,1160.0,489523,12/01/09 11:46,12931.0,United Kingdom
576,489524,-12.75,C489524,12/01/09 11:48,15614.0,United Kingdom
577,489525,1.4,489525,12/01/09 11:49,,United Kingdom
579,489526,929.9200000000001,489526,12/01/09 11:50,12533.0,Germany
623,489527,-43.949999999999996,C489527,12/01/09 11:50,16128.0,United Kingdom
626,489528,-7.95,C489528,12/01/09 11:50,16714.0,United Kingdom
627,489529,229.45999999999998,489529,12/01/09 11:51,17984.0,United Kingdom
677,489530,-4.25,C489530,12/01/09 11:56,14748.0,United Kingdom
678,489531,144.99999999999997,489531,12/01/09 11:57,14871.0,United Kingdom
692,489532,304.53,489532,12/01/09 11:58,13394.0,United Kingdom
712,489533,192.74999999999997,489533,12/01/09 12:02,16011.0,United Kingdom
734,489534,-5.95,C489534,12/01/09 12:09,12615.0,France
735,489535,-28.0,C489535,12/01/09 12:11,15299.0,United Kingdom
737,489536,367.41,489536,12/01/09 12:13,16393.0,United Kingdom
867,489537,633.3300000000003,489537,12/01/09 12:14,14040.0,United Kingdom
926,489538,-36.58,C489538,12/01/09 12:18,15796.0,United Kingdom
928,489539,2887.14,489539,12/01/09 12:18,15061.0,United Kingdom
945,489540,537.96,489540,12/01/09 12:18,12913.0,United Kingdom
950,489541,-11.8,C489541,12/01/09 12:18,15091.0,United Kingdom
951,489542,387.6,489542,12/01/09 12:19,15061.0,United Kingdom
953,489543,-17.899999999999995,C489543,12/01/09 12:19,14292.0,United Kingdom
954,489544,281.82,489544,12/01/09 12:20,14341.0,United Kingdom
968,489545,124.95,489545,12/01/09 12:22,17804.0,United Kingdom
1000,489546,584.5000000000001,489546,12/01/09 12:30,14156.0,EIRE
1033,489547,641.4499999999999,489547,12/01/09 12:30,13599.0,United Kingdom
1055,489548,390.86,489548,12/01/09 12:32,,United Kingdom
1110,489549,-15.9,C489549,12/01/09 12:33,13768.0,United Kingdom
1111,489550,482.2999999999999,489550,12/01/09 12:33,14156.0,EIRE
1134,489551,-6.95,C489551,12/01/09 12:35,17641.0,United Kingdom
1135,489552,278.6099999999999,489552,12/01/09 12:36,17063.0,United Kingdom
1160,489553,-27.29,C489553,12/01/09 12:41,13545.0,United Kingdom
1162,489554,-18.65,C489554,12/01/09 12:43,13767.0,United Kingdom
1164,489555,-19.5,C489555,12/01/09 12:44,16955.0,United Kingdom
1165,489556,379.64999999999986,489556,12/01/09 12:47,15719.0,United Kingdom
1224,489557,603.94,489557,12/01/09 12:52,12490.0,France
1245,489558,291.58000000000004,489558,12/01/09 12:54,15793.0,United Kingdom
1249,489559,128.60000000000002,489559,12/01/09 12:55,17056.0,United Kingdom
1257,489560,859.1,489560,12/01/09 12:56,13526.0,United Kingdom
1287,489561,246.86,489561,12/01/09 12:57,14654.0,United Kingdom
1314,489562,229.6,489562,12/01/09 01:07,17998.0,United Kingdom
1353,489563,-214.2,C489563,12/01/09 01:09,13526.0,United Kingdom
1362,489564,322.8999999999999,489564,12/01/09 01:13,13526.0,United Kingdom
1376,489565,-25.200000000000003,C489565,12/01/09 01:14,13526.0,United Kingdom
1377,489566,218.54999999999998,489566,12/01/09 01:16,17742.0,United Kingdom
1385,489567,307.79999999999995,489567,12/01/09 01:19,15326.0,United Kingdom
1405,489568,-18.4,C489568,12/01/09 01:20,15005.0,United Kingdom
1409,489569,282.28,489569,12/01/09 01:20,14478.0,United Kingdom
1427,489570,-22.4,C489570,12/01/09 01:28,15967.0,United Kingdom
1431,489571,156.70999999999998,489571,12/01/09 01:29,15967.0,United Kingdom
1461,489572,507.48999999999967,489572,12/01/09 01:29,17611.0,United Kingdom
1544,489573,580.02,489573,12/01/09 01:29,15051.0,United Kingdom
1576,489574,551.3299999999998,489574,12/01/09 01:31,13097.0,United Kingdom
1641,489575,367.2799999999999,489575,12/01/09 01:37,13590.0,United Kingdom
1663,489576,319.66,489576,12/01/09 01:38,15984.0,United Kingdom
1680,489577,-96.8,C489577,12/01/09 01:38,14030.0,United Kingdom
1683,489578,-2.95,C489578,12/01/09 01:40,17091.0,United Kingdom
1684,489579,219.81999999999996,489579,12/01/09 01:41,16887.0,United Kingdom
1718,489580,261.0,489580,12/01/09 01:43,12921.0,United Kingdom
1726,489581,124.83000000000001,489581,12/01/09 01:47,15945.0,United Kingdom
1736,489582,293.95,489582,12/01/09 01:47,14543.0,United Kingdom
1745,489583,-23.35,C489583,12/01/09 01:47,14621.0,United Kingdom
1749,489584,21.95,489584,12/01/09 01:48,18037.0,United Kingdom
1750,489585,105.85,489585,12/01/09 01:49,15662.0,United Kingdom
1754,489586,263.42,489586,12/01/09 01:50,15380.0,United Kingdom
1760,489587,-4.25,C489587,12/01/09 01:52,16422.0,United Kingdom
1761,489588,-36.95,C489588,12/01/09 02:01,13711.0,United Kingdom
1764,489589,-6.3,C489589,12/01/09 02:02,16150.0,United Kingdom
1766,489590,362.78,489590,12/01/09 02:14,13110.0,United Kingdom
1793,489591,-16.35,C489591,12/01/09 02:17,12921.0,United Kingdom
1794,489592,-5.1,C489592,12/01/09 02:19,18287.0,United Kingdom
1795,489593,423.86999999999995,489593,12/01/09 02:19,12836.0,United Kingdom
1825,489594,322.33000000000004,489594,12/01/09 02:19,15005.0,United Kingdom
1876,489595,-14.95,C489595,12/01/09 02:20,15254.0,United Kingdom
1877,489596,17.0,489596,12/01/09 02:27,,United Kingdom
1878,489597,5097.82,489597,12/01/09 02:28,,United Kingdom
2380,489598,822.37,489598,12/01/09 02:35,16620.0,United Kingdom
2430,489599,2454.68,489599,12/01/09 02:40,12758.0,Portugal
2509,489600,420.29000000000013,489600,12/01/09 02:43,,United Kingdom
2540,489601,337.2,489601,12/01/09 02:44,,United Kingdom
2566,489602,440.07,489602,12/01/09 02:45,,United Kingdom
2599,489603,311.55,489603,12/01/09 02:46,,United Kingdom
2620,489604,383.87000000000006,489604,12/01/09 02:47,,United Kingdom
2645,489605,-15.9,C489605,12/01/09 02:47,14558.0,United Kingdom
2646,489606,2.1,489606,12/01/09 02:48,17961.0,United Kingdom
2647,489607,446.98000000000013,489607,12/01/09 02:49,,United Kingdom
2686,489608,9.75,489608,12/01/09 02:49,,United Kingdom
2687,489609,553.7800000000001,489609,12/01/09 02:50,,United Kingdom
2724,489610,-29.549999999999997,C489610,12/01/09 02:52,17485.0,United Kingdom
2730,489611,2.95,489611,12/01/09 02:53,15601.0,United Kingdom
2731,489612,629.7800000000002,489612,12/01/09 02:55,,United Kingdom
2772,489613,12.75,489613,12/01/09 02:56,13585.0,United Kingdom
2773,489614,408.85,489614,12/01/09 02:56,,United Kingdom
2799,489615,499.36,489615,12/01/09 02:56,,United Kingdom
2821,489616,409.27000000000004,489616,12/01/09 02:58,,United Kingdom
2844,489617,198.0,489617,12/01/09 02:59,13442.0,United Kingdom
2860,489618,6.35,489618,12/01/09 02:59,,United Kingdom
2861,489619,19.5,489619,12/01/09 03:02,,United Kingdom
2866,489632,-16.25,C489632,12/01/09 03:18,13381.0,United Kingdom
2868,489634,17.4,489634,12/01/09 03:19,13381.0,United Kingdom
2869,489635,352.85,489635,12/01/09 03:26,16763.0,United Kingdom
2890,489636,-74.60000000000001,C489636,12/01/09 03:34,17345.0,United Kingdom
2901,489637,535.9,489637,12/01/09 03:36,17243.0,United Kingdom
2921,489638,7.5,489638,12/01/09 03:42,,United Kingdom
2922,489639,31.200000000000003,489639,12/01/09 04:05,14865.0,United Kingdom
2923,489640,329.90999999999997,489640,12/01/09 04:17,17345.0,United Kingdom
2950,489641,622.1,489641,12/01/09 04:18,13819.0,United Kingdom
2980,489642,12.850000000000001,489642,12/01/09 04:19,,United Kingdom
2983,489643,-30.299999999999997,C489643,12/01/09 04:26,15750.0,United Kingdom
2988,489644,896.54,489644,12/01/09 04:30,15808.0,United Kingdom
3014,489645,261.74,489645,12/01/09 04:34,17191.0,United Kingdom
3046,489650,173.10000000000002,489650,12/01/09 04:44,13748.0,United Kingdom
3053,489651,-5.1,C489651,12/01/09 04:48,17804.0,United Kingdom
3054,489652,294.14,489652,12/01/09 05:08,15265.0,United Kingdom
3071,489653,60.78,489653,12/01/09 05:08,,United Kingdom
3084,489654,222.12000000000003,489654,12/01/09 05:19,15750.0,United Kingdom
3114,489655,0.0,489655,12/01/09 05:26,,United Kingdom
3115,489656,1237.3,489656,12/01/09 05:28,17428.0,United Kingdom
3137,489657,55.2,489657,12/01/09 05:28,17428.0,United Kingdom
3140,489658,828.0899999999999,489658,12/01/09 05:31,15485.0,United Kingdom
3161,489659,0.0,489659,12/01/09 05:39,,United Kingdom
3162,489660,0.0,489660,12/01/09 05:43,,United Kingdom
3163,489661,23.48,489661,12/01/09 05:45,17246.0,United Kingdom
3167,489662,73.75,489662,12/01/09 05:50,15485.0,United Kingdom
3168,489663,0.0,489663,12/01/09 06:02,,United Kingdom
3169,489664,374.43,489664,12/01/09 06:03,14061.0,United Kingdom
3180,489665,252.3,489665,12/01/09 06:07,14108.0,United Kingdom
3190,489666,263.09000000000003,489666,12/01/09 06:13,13648.0,United Kingdom
3205,489667,538.46,489667,12/01/09 06:35,16563.0,United Kingdom
3215,489668,378.11999999999995,489668,12/01/09 07:19,16701.0,United Kingdom
3223,489669,397.20000000000005,489669,12/02/09 08:15,12842.0,United Kingdom
3226,489670,114.60000000000001,489670,12/02/09 08:16,14302.0,United Kingdom
3228,489671,740.3,489671,12/02/09 08:58,14135.0,United Kingdom
3236,489672,772.6499999999999,489672,12/02/09 09:21,14831.0,United Kingdom
3268,489673,61.099999999999994,489673,12/02/09 09:23,14831.0,United Kingdom
3272,489674,261.3,489674,12/02/09 09:35,15602.0,United Kingdom
3289,489675,4939.219999999999,489675,12/02/09 09:47,13777.0,United Kingdom
3311,489676,1210.8,489676,12/02/09 09:49,13777.0,United Kingdom
3316,489677,192.0,489677,12/02/09 09:50,14000.0,United Kingdom
3318,489678,189.29999999999998,489678,12/02/09 09:57,16823.0,United Kingdom
3338,489679,795.9800000000001,489679,12/02/09 10:00,16163.0,United Kingdom
3380,489680,45.0,489680,12/02/09 10:02,17193.0,United Kingdom
3381,489681,89.58999999999999,489681,12/02/09 10:02,17998.0,United Kingdom
3392,489682,125.72999999999999,489682,12/02/09 10:08,15759.0,United Kingdom
3396,489683,1317.9700000000005,489683,12/02/09 10:09,16131.0,United Kingdom
3442,489684,266.6,489684,12/02/09 10:15,14560.0,United Kingdom
3451,489685,-28.95,C489685,12/02/09 10:28,12523.0,France
3453,489686,-1.7,C489686,12/02/09 10:34,17019.0,United Kingdom
3454,489687,221.53,489687,12/02/09 10:41,17087.0,United Kingdom
3466,489688,299.70000000000005,489688,12/02/09 10:42,14894.0,United Kingdom
3469,489689,-21.9,C489689,12/02/09 10:46,15353.0,United Kingdom
3470,489695,306.95,489695,12/02/09 10:48,16202.0,United Kingdom
3485,489699,401.7,489699,12/02/09 10:51,16700.0,United Kingdom
3510,489702,3108.640000000001,489702,12/02/09 10:52,17511.0,United Kingdom
3540,489705,17.0,489705,12/02/09 10:52,16700.0,United Kingdom
3541,489713,-208.75,C489713,12/02/09 10:55,12755.0,Japan
3544,489723,2052.12,489723,12/02/09 10:58,14299.0,United Kingdom
3570,489725,216.0,489725,12/02/09 11:07,17949.0,United Kingdom
3571,489726,750.0,489726,12/02/09 11:07,17949.0,United Kingdom
3572,489727,900.0,489727,12/02/09 11:09,17949.0,United Kingdom
3573,489728,180.45,489728,12/02/09 11:18,14799.0,United Kingdom
3583,489733,168.0,489733,12/02/09 11:20,15311.0,United Kingdom
3585,489743,538.7699999999999,489743,12/02/09 11:24,16550.0,United Kingdom
3618,489748,754.2,489748,12/02/09 11:26,12980.0,United Kingdom
3621,489764,223.09999999999997,489764,12/02/09 11:31,14425.0,United Kingdom
3635,489765,285.5900000000001,489765,12/02/09 11:33,15353.0,United Kingdom
3676,489766,130.17999999999998,489766,12/02/09 11:34,17818.0,United Kingdom
3722,489771,-2.95,C489771,12/02/09 11:36,13623.0,United Kingdom
3723,489780,159.98,489780,12/02/09 11:43,13654.0,United Kingdom
3731,489781,0.0,489781,12/02/09 11:45,,United Kingdom
3732,489782,230.46,489782,12/02/09 11:45,17189.0,United Kingdom
3754,489783,162.04000000000002,489783,12/02/09 11:47,13269.0,United Kingdom
3761,489784,40.8,489784,12/02/09 11:48,13269.0,United Kingdom
3765,489785,333.67,489785,12/02/09 11:51,14653.0,United Kingdom
3785,489786,216.86,489786,12/02/09 11:52,17019.0,United Kingdom
3829,489787,319.5399999999999,489787,12/02/09 11:53,15542.0,United Kingdom
3903,489788,119.16,489788,12/02/09 11:55,13564.0,United Kingdom
3920,489789,80.4,489789,12/02/09 11:59,15833.0,United Kingdom
3925,489790,131.12,489790,12/02/09 11:59,16467.0,United Kingdom
3927,489791,221.18999999999988,489791,12/02/09 12:06,15542.0,United Kingdom
3992,489792,923.7900000000003,489792,12/02/09 12:06,14527.0,United Kingdom
4050,489793,260.36,489793,12/02/09 12:09,17476.0,United Kingdom
4066,489794,58.2,489794,12/02/09 12:13,15287.0,United Kingdom
4070,489795,935.0100000000002,489795,12/02/09 12:13,14440.0,United Kingdom
4083,489796,311.5,489796,12/02/09 12:15,15680.0,United Kingdom
4102,489797,200.63,489797,12/02/09 12:19,15581.0,United Kingdom
4128,489798,311.69,489798,12/02/09 12:22,13740.0,United Kingdom
4148,489799,-7.8,C489799,12/02/09 12:23,13070.0,United Kingdom
4150,489800,408.06999999999994,489800,12/02/09 12:26,17768.0,United Kingdom
4182,489801,128.48000000000002,489801,12/02/09 12:28,12948.0,United Kingdom
4188,489802,174.52000000000004,489802,12/02/09 12:32,15581.0,United Kingdom
4233,489803,-10.95,C489803,12/02/09 12:34,16797.0,United Kingdom
4234,489804,251.17000000000002,489804,12/02/09 12:38,14667.0,United Kingdom
4250,489805,454.35,489805,12/02/09 12:39,17377.0,United Kingdom
4296,489806,0.0,489806,12/02/09 12:42,,United Kingdom
4297,489807,180.12999999999997,489807,12/02/09 12:43,15581.0,United Kingdom
4325,489808,109.84,489808,12/02/09 12:44,14467.0,United Kingdom
4342,489809,112.5,489809,12/02/09 12:46,13457.0,United Kingdom
4348,489810,493.2500000000001,489810,12/02/09 12:47,18108.0,United Kingdom
4374,489811,634.29,489811,12/02/09 12:54,16210.0,United Kingdom
4383,489812,597.6899999999999,489812,12/02/09 01:00,17377.0,United Kingdom
4408,489813,-51.900000000000006,C489813,12/02/09 01:02,17867.0,United Kingdom
4410,489814,824.1800000000004,489814,12/02/09 01:06,14669.0,United Kingdom
4499,489815,132.55,489815,12/02/09 01:10,17909.0,United Kingdom
4508,489816,284.54999999999995,489816,12/02/09 01:20,16086.0,United Kingdom
4535,489817,340.2,489817,12/02/09 01:22,16711.0,United Kingdom
4538,489818,294.3,489818,12/02/09 01:23,16233.0,United Kingdom
4552,489819,618.43,489819,12/02/09 01:23,14739.0,United Kingdom
4565,489820,0.0,489820,12/02/09 01:23,,United Kingdom
4566,489821,0.0,489821,12/02/09 01:25,,United Kingdom
4567,489822,371.27000000000004,489822,12/02/09 01:26,14204.0,United Kingdom
4621,489823,87.30000000000001,489823,12/02/09 01:32,17606.0,United Kingdom
4627,489824,176.87999999999997,489824,12/02/09 01:33,16797.0,United Kingdom
4671,489825,174.1,489825,12/02/09 01:34,16126.0,United Kingdom
4682,489826,85.95,489826,12/02/09 01:39,17867.0,United Kingdom
4692,489827,445.7000000000001,489827,12/02/09 01:51,17412.0,United Kingdom
4715,489828,-8.5,C489828,12/02/09 01:53,13313.0,United Kingdom
4716,489829,472.46999999999997,489829,12/02/09 01:53,16525.0,United Kingdom
4724,489830,637.0399999999998,489830,12/02/09 01:57,13623.0,United Kingdom
4793,489831,1008.0,489831,12/02/09 01:58,12435.0,Denmark
4794,489832,316.21999999999997,489832,12/02/09 02:06,14549.0,United Kingdom
4849,489833,150.68,489833,12/02/09 02:09,14980.0,United Kingdom
4873,489834,214.79999999999995,489834,12/02/09 02:09,14106.0,United Kingdom
4874,489835,714.0,489835,12/02/09 02:15,15061.0,United Kingdom
4876,489837,514.97,489837,12/02/09 02:21,14396.0,United Kingdom
4923,489840,89.69999999999999,489840,12/02/09 02:22,14122.0,United Kingdom
4924,489855,157.90999999999997,489855,12/02/09 02:34,16987.0,United Kingdom
4953,489856,4463.740000000002,489856,12/02/09 02:36,,United Kingdom
5379,489857,5741.960000000003,489857,12/02/09 02:43,,United Kingdom
5895,489858,-20.4,C489858,12/02/09 02:43,12471.0,Germany
5897,489859,-69.57,C489859,12/02/09 02:45,,United Kingdom
5898,489860,-8.5,C489860,12/02/09 02:49,,United Kingdom
5899,489861,46.07000000000001,489861,12/02/09 02:50,,United Kingdom
5906,489862,734.7,489862,12/02/09 02:52,17809.0,United Kingdom
5910,489863,66.82000000000001,489863,12/02/09 02:55,15917.0,United Kingdom
5928,489864,206.85,489864,12/02/09 02:56,14987.0,United Kingdom
5931,489865,234.87,489865,12/02/09 03:01,14080.0,United Kingdom
5949,489866,1003.8299999999997,489866,12/02/09 03:04,16200.0,United Kingdom
6069,489867,118.95,489867,12/02/09 03:08,,United Kingdom
6081,489868,675.0,489868,12/02/09 03:10,15794.0,United Kingdom
6095,489869,39.98,489869,12/02/09 03:15,16200.0,United Kingdom
6112,489870,162.1,489870,12/02/09 03:16,15523.0,United Kingdom
6115,489871,735.6999999999999,489871,12/02/09 03:17,15523.0,United Kingdom
6120,489872,632.9,489872,12/02/09 03:28,15615.0,United Kingdom
6142,489873,10.2,489873,12/02/09 03:29,15615.0,United Kingdom
6143,489874,176.6,489874,12/02/09 03:38,18001.0,United Kingdom
6155,489875,530.76,489875,12/02/09 03:41,17841.0,United Kingdom
6250,489876,39.85000000000001,489876,12/02/09 03:44,15917.0,United Kingdom
6268,489877,368.1,489877,12/02/09 03:44,13089.0,United Kingdom
6272,489878,143.11000000000004,489878,12/02/09 03:51,15989.0,United Kingdom
6310,489879,163.46999999999997,489879,12/02/09 04:02,17660.0,United Kingdom
6354,489880,380.27999999999986,489880,12/02/09 04:18,13313.0,United Kingdom
6376,489881,-147.05,C489881,12/02/09 04:20,,Nigeria
6378,489882,0.0,489882,12/02/09 04:22,,United Kingdom
6379,489883,578.28,489883,12/02/09 04:24,12437.0,France
6406,489884,3.61,489884,12/02/09 04:24,13313.0,United Kingdom
6407,489888,597.3999999999999,489888,12/02/09 04:49,14841.0,United Kingdom
6433,489889,4734.24,489889,12/02/09 04:52,14646.0,Netherlands
6453,489890,976.8,489890,12/02/09 04:53,14646.0,Netherlands
6456,489891,181.08,489891,12/02/09 04:59,15482.0,United Kingdom
6462,489892,39.8,489892,12/02/09 05:02,,United Kingdom
6464,489893,300.1,489893,12/02/09 05:06,16156.0,United Kingdom
6473,489894,520.1999999999999,489894,12/02/09 05:18,17716.0,United Kingdom
6500,489895,371.82000000000005,489895,12/03/09 07:25,12779.0,Poland
6522,489896,337.93000000000006,489896,12/03/09 07:57,13611.0,United Kingdom
6542,489897,260.44,489897,12/03/09 09:10,15255.0,United Kingdom
6555,489898,0.0,489898,12/03/09 09:40,,United Kingdom
6556,489899,0.0,489899,12/03/09 09:41,,United Kingdom
6557,489900,287.37,489900,12/03/09 09:44,14771.0,United Kingdom
6576,489901,0.0,489901,12/03/09 09:47,,United Kingdom
6577,489902,119.10000000000001,489902,12/03/09 09:52,14838.0,United Kingdom
6581,489903,0.0,489903,12/03/09 09:57,,United Kingdom
6582,489904,203.77999999999997,489904,12/03/09 10:02,13979.0,United Kingdom
6595,489905,478.69999999999993,489905,12/03/09 10:03,13800.0,United Kingdom
6614,489906,120.0,489906,12/03/09 10:16,14483.0,United Kingdom
6618,489907,202.06,489907,12/03/09 10:17,14915.0,United Kingdom
6629,489908,107.33,489908,12/03/09 10:20,16301.0,United Kingdom
6635,489909,642.2,489909,12/03/09 10:20,13753.0,United Kingdom
6651,489910,144.0,489910,12/03/09 10:23,15482.0,United Kingdom
6652,489911,-41.50000000000001,C489911,12/03/09 10:26,12705.0,Germany
6655,489912,1146.1000000000008,489912,12/03/09 10:26,13931.0,United Kingdom
6713,489913,69.6,489913,12/03/09 10:28,13931.0,United Kingdom
6716,489914,993.0000000000002,489914,12/03/09 10:28,12921.0,United Kingdom
6745,489915,54.599999999999994,489915,12/03/09 10:37,17035.0,United Kingdom
6747,489916,336.0,489916,12/03/09 10:37,15194.0,United Kingdom
6756,489932,82.60000000000001,489932,12/03/09 10:49,14347.0,United Kingdom
6762,489935,181.65,489935,12/03/09 10:51,12934.0,United Kingdom
6764,489955,-3.35,C489955,12/03/09 10:57,12484.0,Spain
6766,489958,-51.269999999999996,C489958,12/03/09 10:58,14895.0,United Kingdom
6768,489973,-10.45,C489973,12/03/09 11:03,17865.0,United Kingdom
6770,489994,430.9,489994,12/03/09 11:09,15291.0,United Kingdom
6774,489996,320.40000000000003,489996,12/03/09 11:10,17209.0,United Kingdom
6779,489998,321.65000000000003,489998,12/03/09 11:19,15658.0,United Kingdom
6797,489999,154.20000000000002,489999,12/03/09 11:25,17314.0,United Kingdom
6804,490000,143.06,490000,12/03/09 11:34,17155.0,United Kingdom
6816,490001,169.5,490001,12/03/09 11:45,15965.0,United Kingdom
6818,490002,114.55000000000001,490002,12/03/09 11:46,17322.0,United Kingdom
6846,490003,317.54999999999995,490003,12/03/09 11:51,16159.0,United Kingdom
6858,490004,912.56,490004,12/03/09 11:53,14051.0,United Kingdom
6867,490005,556.75,490005,12/03/09 11:57,13993.0,United Kingdom
6892,490006,344.4,490006,12/03/09 12:02,17411.0,United Kingdom
6911,490007,0.0,490007,12/03/09 12:09,,United Kingdom
6912,490008,503.93000000000006,490008,12/03/09 12:10,15768.0,United Kingdom
6976,490009,285.09000000000003,490009,12/03/09 12:13,12835.0,United Kingdom
7007,490010,1008.0,490010,12/03/09 12:15,15061.0,United Kingdom
7008,490011,221.69000000000003,490011,12/03/09 12:27,16918.0,United Kingdom
7051,490012,763.3499999999999,490012,12/03/09 12:27,15179.0,United Kingdom
7078,490013,500.5500000000001,490013,12/03/09 12:27,17069.0,United Kingdom
7111,490014,744.2099999999999,490014,12/03/09 12:28,15466.0,United Kingdom
7204,490015,0.0,490015,12/03/09 12:29,,United Kingdom
7205,490016,0.0,490016,12/03/09 12:30,,United Kingdom
7206,490017,393.6499999999999,490017,12/03/09 12:31,14159.0,United Kingdom
7305,490018,4380.0,490018,12/03/09 12:31,17940.0,United Kingdom
7309,490019,308.6,490019,12/03/09 12:34,17581.0,United Kingdom
7324,490020,37.8,490020,12/03/09 12:36,17581.0,United Kingdom
7327,490021,10.2,490021,12/03/09 12:36,17581.0,United Kingdom
7328,490022,45.60000000000001,490022,12/03/09 12:37,17581.0,United Kingdom
7331,490023,189.15,490023,12/03/09 12:38,16168.0,United Kingdom
7335,490024,214.99999999999997,490024,12/03/09 12:40,14606.0,United Kingdom
7384,490030,58.2,490030,12/03/09 12:44,,United Kingdom
7386,490034,69.82,490034,12/03/09 12:45,17287.0,United Kingdom
7397,490045,180.39000000000001,490045,12/03/09 12:50,17287.0,United Kingdom
7419,490046,228.3,490046,12/03/09 01:02,13416.0,United Kingdom
7426,490047,263.84999999999997,490047,12/03/09 01:02,17913.0,United Kingdom
7454,490048,1146.71,490048,12/03/09 01:03,16779.0,United Kingdom
7489,490049,102.0,490049,12/03/09 01:04,15794.0,United Kingdom
7490,490050,13.5,490050,12/03/09 01:05,17913.0,United Kingdom
7491,490051,-36.9,C490051,12/03/09 01:06,16163.0,United Kingdom
7493,490052,831.0000000000002,490052,12/03/09 01:09,13895.0,United Kingdom
7535,490053,119.54,490053,12/03/09 01:17,14057.0,United Kingdom
7552,490054,277.5,490054,12/03/09 01:22,17017.0,United Kingdom
7559,490055,0.0,490055,12/03/09 01:22,,United Kingdom
7560,490056,61.120000000000005,490056,12/03/09 01:25,13208.0,United Kingdom
7576,490057,360.5200000000001,490057,12/03/09 01:25,17465.0,United Kingdom
7596,490058,47.85,490058,12/03/09 01:26,17465.0,United Kingdom
7598,490059,14475.0,490059,12/03/09 01:30,18102.0,United Kingdom
7607,490060,314.21999999999997,490060,12/03/09 01:32,13468.0,United Kingdom
7624,490061,4000.0,490061,12/03/09 01:42,18102.0,United Kingdom
7628,490062,165.3,490062,12/03/09 01:46,13485.0,United Kingdom
7636,490063,210.38999999999996,490063,12/03/09 01:49,17271.0,United Kingdom
7688,490064,355.59000000000003,490064,12/03/09 01:51,16139.0,United Kingdom
7707,490065,1260.0,490065,12/03/09 01:58,15061.0,United Kingdom
7708,490066,372.2,490066,12/03/09 02:00,15953.0,United Kingdom
7715,490067,952.61,490067,12/03/09 02:02,15856.0,United Kingdom
7739,490068,284.3,490068,12/03/09 02:06,13085.0,United Kingdom
7748,490069,161.39999999999998,490069,12/03/09 02:07,13085.0,United Kingdom
7753,490070,236.25,490070,12/03/09 02:07,14967.0,United Kingdom
7758,490071,294.85,490071,12/03/09 02:11,16497.0,United Kingdom
7777,490072,194.64999999999998,490072,12/03/09 02:28,17764.0,United Kingdom
7807,490073,258.09999999999997,490073,12/03/09 02:36,14905.0,United Kingdom
7820,490074,6500.6299999999865,490074,12/03/09 02:39,,United Kingdom
